publication_date,day,month,year
11/1/2006,1,11,2006
7/1/1992,1,7,1992
5/2/2006,2,5,2006
1/31/2007,31,1,2007
5/16/1997,16,5,1997
6/1/1988,1,6,1988
3/16/2004,16,3,2004
2/1/2007,1,2,2007
10/1/2005,1,10,2005
10/18/2005,18,10,2005
7/3/2006,3,7,2006
10/1/2002,1,10,2002
9/13/2006,13,9,2006
8/28/1975,28,8,1975
9/4/2002,4,9,2002
6/19/1998,19,6,1998
2/1/2006,1,2,2006
7/1/1990,1,7,1990
8/3/2004,3,8,2004
6/4/2002,4,6,2002
6/8/2004,8,6,2004
7/4/1996,4,7,1996
12/1/2001,1,12,2001
5/2/2006,2,5,2006
3/14/2000,14,3,2000
3/14/2006,14,3,2006
4/5/2005,5,4,2005
5/23/2006,23,5,2006
9/9/2003,9,9,2003
8/19/2002,19,8,2002
8/14/1996,14,8,1996
5/1/2002,1,5,2002
5/6/1986,6,5,1986
7/8/2003,8,7,2003
10/31/2006,31,10,2006
5/17/2001,17,5,2001
6/5/1996,5,6,1996
6/6/2006,6,6,2006
5/7/2007,7,5,2007
7/16/2010,16,7,2010
10/1/2003,1,10,2003
7/26/2005,26,7,2005
6/24/1995,24,6,1995
12/2/2003,2,12,2003
2/23/1999,23,2,1999
12/1/1985,1,12,1985
3/12/1997,12,3,1997
9/1/2006,1,9,2006
6/1/1996,1,6,1996
3/8/2005,8,3,2005
10/1/1986,1,10,1986
12/1/1990,1,12,1990
7/1/2007,1,7,2007
9/30/1982,30,9,1982
1/1/2002,1,1,2002
10/2/1999,2,10,1999
7/30/1970,30,7,1970
10/16/2006,16,10,2006
9/2/2005,2,9,2005
2/25/1999,25,2,1999
7/1/1996,1,7,1996
6/1/1991,1,6,1991
1/2/1991,2,1,1991
11/28/2006,28,11,2006
2/17/2004,17,2,2004
10/15/1995,15,10,1995
10/17/1975,17,10,1975
5/1/1990,1,5,1990
8/1/2006,1,8,2006
5/29/1985,29,5,1985
8/10/1998,10,8,1998
9/1/1998,1,9,1998
10/1/1994,1,10,1994
2/1/1978,1,2,1978
6/6/2000,6,6,2000
9/1/2003,1,9,2003
12/17/2006,17,12,2006
11/3/1998,3,11,1998
4/15/1983,15,4,1983
6/7/2005,7,6,2005
9/12/2006,12,9,2006
2/21/2000,21,2,2000
7/10/2007,10,7,2007
7/1/2004,1,7,2004
4/1/2003,1,4,2003
2/10/2006,10,2,2006
10/10/2006,10,10,2006
4/1/2007,1,4,2007
12/27/2011,27,12,2011
4/1/1984,1,4,1984
6/1/1957,1,6,1957
9/1/2001,1,9,2001
8/8/1986,8,8,1986
6/17/2002,17,6,2002
8/1/1994,1,8,1994
12/17/1993,17,12,1993
4/24/2007,24,4,2007
9/15/2003,15,9,2003
10/1/1997,1,10,1997
2/11/1998,11,2,1998
5/18/1993,18,5,1993
3/3/2004,3,3,2004
1/1/1993,1,1,1993
4/3/2007,3,4,2007
4/1/2001,1,4,2001
1/15/2007,15,1,2007
4/17/1985,17,4,1985
7/15/1999,15,7,1999
11/1/2006,1,11,2006
11/28/2006,28,11,2006
10/1/2005,1,10,2005
10/6/1999,6,10,1999
4/23/1990,23,4,1990
3/1/1993,1,3,1993
8/8/2006,8,8,2006
1/25/2001,25,1,2001
12/1/2000,1,12,2000
1/17/2006,17,1,2006
8/1/2000,1,8,2000
10/1/2001,1,10,2001
8/31/2004,31,8,2004
